,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Type,quality
5444,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,White Wine,5
5670,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,White Wine,6
1660,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,White Wine,6
2923,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,White Wine,5
5678,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,White Wine,6
3850,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,Red Wine,5
255,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,White Wine,6
1439,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,Red Wine,5
3732,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,White Wine,5
747,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,White Wine,7
2524,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,White Wine,6
3847,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,White Wine,6
796,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,Red Wine,6
4886,6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,White Wine,7
906,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,White Wine,7
3205,7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,Red Wine,5
4852,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,White Wine,7
893,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,Red Wine,6
446,6,0.2,0.33,1.1,0.039,45,126,0.99051,3.31,0.45,11.6,White Wine,7
3150,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,Red Wine,6
2370,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,White Wine,7
5855,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,White Wine,5
1030,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,White Wine,5
4170,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,White Wine,6
300,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,White Wine,8
114,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,White Wine,3
3960,7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,Red Wine,5
900,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,White Wine,6
835,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,White Wine,6
3820,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,White Wine,6
4348,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,White Wine,7
3695,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,White Wine,7
2243,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,White Wine,5
3164,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,White Wine,8
3408,6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,Red Wine,6
3407,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,White Wine,5
5755,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,Red Wine,6
1607,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,Red Wine,5
5706,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,White Wine,6
1850,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,White Wine,7
451,7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,White Wine,4
1147,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,White Wine,7
3108,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,White Wine,6
2320,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,Red Wine,5
2938,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,White Wine,5
6092,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,White Wine,7
364,6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,White Wine,7
5797,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,White Wine,5
6320,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,White Wine,6
862,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,Red Wine,6
1386,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,White Wine,6
3529,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,White Wine,5
462,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,White Wine,6
3855,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,Red Wine,6
870,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,White Wine,6
2262,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,White Wine,6
4119,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,White Wine,5
4304,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,White Wine,5
702,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,White Wine,6
3896,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,White Wine,5
3334,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,White Wine,6
1706,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,Red Wine,7
3761,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,White Wine,5
4792,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,White Wine,6
3773,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,White Wine,7
2235,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,Red Wine,6
4729,6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,White Wine,8
5718,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,White Wine,7
5534,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,White Wine,4
1822,9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,White Wine,3
171,8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,Red Wine,6
5862,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,Red Wine,5
1802,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,White Wine,7
3697,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,White Wine,8
510,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,White Wine,4
1333,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,White Wine,7
3009,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,White Wine,5
1383,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,White Wine,6
5205,6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,White Wine,5
5686,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,White Wine,6
455,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,White Wine,5
1258,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,White Wine,6
3925,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,White Wine,6
1056,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,White Wine,6
2126,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,White Wine,6
5865,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,Red Wine,6
5848,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,White Wine,8
6322,5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,White Wine,6
3082,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,White Wine,6
2475,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,White Wine,7
5128,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,White Wine,7
140,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,White Wine,6
2546,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,White Wine,5
1562,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,White Wine,5
2053,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,Red Wine,4
1532,7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,Red Wine,6
3891,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,White Wine,6
4034,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,White Wine,6
1689,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,White Wine,6
4644,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,White Wine,6
5995,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,White Wine,6
2675,10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,Red Wine,6
3127,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,White Wine,6
4212,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,White Wine,5
1209,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,White Wine,6
2293,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,White Wine,6
6306,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,White Wine,8
749,7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,White Wine,7
111,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,White Wine,5
6174,10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,Red Wine,6
5866,7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,Red Wine,5
5196,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,White Wine,7
3264,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,White Wine,6
915,10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,Red Wine,5
5698,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,White Wine,7
542,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,Red Wine,3
705,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,Red Wine,5
2061,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,White Wine,5
408,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,White Wine,7
4881,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,Red Wine,6
309,6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,White Wine,6
3121,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,White Wine,7
3879,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,White Wine,5
1971,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,White Wine,7
1564,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,White Wine,5
5197,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,White Wine,7
5083,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,Red Wine,6
2550,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,Red Wine,5
2220,6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,White Wine,6
3427,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,White Wine,5
2882,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,Red Wine,7
3391,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,White Wine,5
3275,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,White Wine,6
2776,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,White Wine,6
6440,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,White Wine,6
5362,6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,White Wine,6
147,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,White Wine,5
4471,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,White Wine,6
148,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,White Wine,6
1148,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,Red Wine,7
6367,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,White Wine,8
3200,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,Red Wine,6
1326,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,Red Wine,6
1126,6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,White Wine,6
2316,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,White Wine,5
3279,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,White Wine,5
2879,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,White Wine,6
5614,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,White Wine,6
5229,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,Red Wine,5
5395,8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,White Wine,6
1134,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,White Wine,6
5707,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,White Wine,6
6169,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,White Wine,7
783,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,White Wine,5
5840,12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,Red Wine,6
621,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,White Wine,6
363,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,Red Wine,5
3034,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,White Wine,6
937,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,White Wine,5
2081,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,White Wine,5
3811,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,White Wine,7
6308,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,White Wine,5
5846,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,White Wine,5
3738,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,White Wine,5
6171,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,Red Wine,5
1867,6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,White Wine,6
259,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,White Wine,6
2275,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,White Wine,7
781,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,White Wine,6
1503,7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,White Wine,6
1550,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,Red Wine,6
4927,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,Red Wine,7
2166,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,White Wine,7
4651,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,White Wine,7
4754,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,White Wine,6
4490,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,White Wine,8
3622,7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,Red Wine,5
2495,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,White Wine,5
2368,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,Red Wine,7
1056,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,White Wine,6
993,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,White Wine,7
4072,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,White Wine,6
2997,4.4,0.54,0.09,5.1,0.038,52,97,0.99022,3.41,0.4,12.2,White Wine,7
2753,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,White Wine,3
751,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,White Wine,6
1102,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,White Wine,6
1725,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,Red Wine,6
3039,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,White Wine,6
4338,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,White Wine,5
1859,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,White Wine,7
6293,7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,White Wine,5
131,10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,Red Wine,6
4362,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,Red Wine,6
4932,10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,Red Wine,6
1223,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,White Wine,5
2318,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,Red Wine,5
4002,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,White Wine,6
1643,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,Red Wine,6
1582,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,Red Wine,5
3304,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,White Wine,7
2404,5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,White Wine,6
5267,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,White Wine,4
2314,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,White Wine,4
473,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,White Wine,5
2789,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,White Wine,5
4803,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,White Wine,6
535,8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,Red Wine,6
5969,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,White Wine,5
6494,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,White Wine,6
2326,10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,Red Wine,6
6394,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,White Wine,7
5123,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,White Wine,5
892,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,White Wine,6
1832,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,White Wine,8
4104,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,White Wine,7
1770,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,White Wine,5
149,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,Red Wine,7
1710,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,White Wine,5
4678,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,White Wine,6
2382,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,White Wine,6
5396,7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,Red Wine,5
6374,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,Red Wine,6
5040,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,White Wine,6
6354,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,White Wine,6
6220,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,White Wine,6
445,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,White Wine,5
2707,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,White Wine,8
226,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,White Wine,7
5975,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,Red Wine,5
440,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,Red Wine,6
2278,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,Red Wine,6
4146,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,White Wine,4
2674,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,White Wine,7
4329,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,White Wine,6
5102,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,Red Wine,7
6448,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,White Wine,5
1458,6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,White Wine,5
2219,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,White Wine,5
2328,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,White Wine,6
5389,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,White Wine,6
1139,6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,Red Wine,6
1848,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,Red Wine,6
655,7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,Red Wine,5
1711,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,White Wine,7
147,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,White Wine,5
882,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,White Wine,6
6438,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,White Wine,7
1072,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,White Wine,6
1364,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,White Wine,6
2966,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,White Wine,5
1064,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,White Wine,6
5160,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,White Wine,6
684,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,White Wine,7
4278,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,White Wine,5
4488,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,Red Wine,5
4304,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,White Wine,5
5294,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,Red Wine,7
5917,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,White Wine,7
4937,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,Red Wine,5
4356,6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,White Wine,6
5764,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,White Wine,5
32,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,Red Wine,6
6407,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,White Wine,8
140,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,White Wine,6
2774,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,White Wine,6
3462,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,White Wine,5
4116,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,White Wine,5
5099,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,White Wine,5
209,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,Red Wine,5
2413,10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,Red Wine,6
2985,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,White Wine,6
2804,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,Red Wine,5
6306,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,White Wine,8
2001,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,White Wine,6
387,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,White Wine,5
2892,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,Red Wine,6
4015,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,White Wine,7
